PTA_Cmin_75,PTA_Cmin_80,PTA_fAUC_200,PTA_fAUC_400,DAY,BW
99.069,0.162,99.414,83.029,2,95
97.257,0.522,100,99.985,6,95
97.201,0.672,98.702,78.956,7,95
96.89,1.523,100,100,13,95
96.972,1.643,98.6,79.285,14,95
99.046,0.096,98.549,77.295,1,100
98.618,0.104,99.161,79.205,2,100
96.164,0.376,100,99.98,6,100
96.064,0.466,97.995,74.327,7,100
95.732,1.109,100,99.999,13,100
95.784,1.177,97.83,74.661,14,100
98.989,0.074,98.281,75.421,1,105
98.877,0.113,99.131,78.945,2,105
97.248,0.358,100,99.985,6,105
97.092,0.5,98.533,77.153,7,105
96.919,1.146,100,100,13,105
96.933,1.239,98.43,78.146,14,105
98.805,0.064,97.987,72.99,1,110
98.683,0.063,98.917,76.483,2,110
96.926,0.331,100,99.983,6,110
96.705,0.405,98.278,75.243,7,110
96.547,1.038,100,99.996,13,110
96.593,1.147,98.173,76.395,14,110
98.508,0.053,97.474,70.062,1,115
98.447,0.07,98.596,73.874,2,115
96.677,0.272,100,99.977,6,115
96.583,0.355,98.005,72.94,7,115
96.307,0.983,100,99.999,13,115
96.335,1.075,97.878,74.524,14,115
98.335,0.041,96.925,68.01,1,120
98.338,0.043,98.38,72.366,2,120
97.005,0.224,100,99.985,6,120
96.821,0.287,98.114,73.05,7,120
96.627,0.817,100,100,13,120
96.666,0.902,98.022,75.127,14,120
98.069,0.033,96.658,65.994,1,125
98.371,0.053,98.264,71.674,2,125
97.632,0.231,100,99.992,6,125
97.495,0.325,98.514,75.375,7,125
97.422,0.919,100,99.999,13,125
97.445,0.98,98.481,78.065,14,125
97.812,0.049,96.213,63.809,1,130
98.177,0.05,98.001,69.51,2,130
97.155,0.246,100,99.977,6,130
97.125,0.337,98.112,73.669,7,130
96.943,0.987,100,99.999,13,130
96.934,1.071,98.081,76.483,14,130
97.555,0.03,95.506,61.287,1,135
97.952,0.034,97.64,67.259,2,135
97.356,0.184,100,99.981,6,135
97.202,0.228,98.191,72.487,7,135
97.101,0.769,100,99.998,13,135
97.122,0.857,98.178,75.663,14,135
97.21,0.019,94.911,59.193,1,140
97.771,0.034,97.329,65.676,2,140
97.406,0.193,100,99.982,6,140
97.281,0.255,98.136,72.362,7,140
97.22,0.813,100,100,13,140
97.252,0.904,98.176,76.282,14,140
96.919,0.03,94.447,57.324,1,145
97.688,0.02,97.011,64.127,2,145
97.512,0.171,100,99.985,6,145
97.458,0.249,98.166,71.615,7,145
97.397,0.797,100,99.999,13,145
97.425,0.885,98.258,75.866,14,145
96.596,0.017,93.973,55.384,1,150
97.629,0.022,96.844,63.007,2,150
97.809,0.184,100,99.978,6,150
97.747,0.231,98.302,72.675,7,150
97.719,0.782,100,100,13,150
97.789,0.879,98.422,77.444,14,150
