PTA_Cmin_75,PTA_Cmin_80,PTA_fAUC_200,PTA_fAUC_400,DAY,BW
96.988,0.44,100,99.998,13,135
97.04,0.548,98.078,73.582,14,135
60.63,0,51.31,5.744,1,140
79.806,0,74.902,16.669,2,140
95.543,0.026,100,99.886,6,140
96.138,0.058,96.697,60.072,7,140
97.083,0.482,100,100,13,140
97.147,0.595,98.07,74.078,14,140
58.932,0,49.256,5.131,1,145
78.807,0,73.329,15.496,2,145
95.58,0.027,100,99.868,6,145
96.195,0.041,96.677,58.729,7,145
97.252,0.475,100,99.999,13,145
97.314,0.542,98.131,73.525,14,145
57.722,0,47.485,4.723,1,150
78.253,0,72.023,14.983,2,150
95.881,0.026,99.999,99.861,6,150
96.508,0.038,96.759,59.449,7,150
97.572,0.457,100,100,13,150
97.688,0.536,98.301,75.077,14,150
