PTA_Cmin_75,PTA_Cmin_80,PTA_fAUC_200,PTA_fAUC_400,DAY,BW
96.131,1.342,100,99.999,13,90
96.163,1.47,98.27,76.978,14,90
97.57,0.011,96.39,62.503,1,95
97.802,0.025,98.172,68.947,2,95
96.986,0.298,100,99.981,6,95
97.009,0.43,98.559,76.3,7,95
96.863,1.273,100,100,13,95
96.959,1.421,98.591,78.922,14,95
96.765,0.001,95.391,58.736,1,100
96.904,0.016,97.521,64.054,2,100
95.788,0.2,100,99.97,6,100
95.821,0.291,97.767,71.409,7,100
95.711,0.934,100,99.999,13,100
95.761,1.016,97.811,74.206,14,100
96.657,0.008,94.883,56.256,1,105
97.3,0.017,97.463,63.674,2,105
96.932,0.198,100,99.975,6,105
96.866,0.307,98.334,74.004,7,105
96.889,0.943,100,100,13,105
96.917,1.087,98.416,77.673,14,105
96.071,0.003,94.101,53.425,1,110
96.867,0.01,97.037,60.591,2,110
96.506,0.154,100,99.97,6,110
96.453,0.254,98.056,71.965,7,110
96.524,0.87,100,99.996,13,110
96.567,0.982,98.152,75.902,14,110
95.211,0.002,92.975,50.097,1,115
96.318,0.011,96.315,57.396,2,115
96.267,0.15,100,99.963,6,115
96.271,0.216,97.72,69.406,7,115
96.26,0.829,100,99.999,13,115
96.31,0.927,97.859,73.966,14,115
94.686,0.001,92.015,47.485,1,120
95.969,0.004,95.711,55.446,2,120
96.581,0.12,100,99.973,6,120
96.534,0.165,97.82,69.349,7,120
96.599,0.686,100,100,13,120
96.643,0.763,98.003,74.487,14,120
94.451,0.003,91.232,45.697,1,125
96.184,0.007,95.552,54.979,2,125
97.226,0.123,100,99.981,6,125
97.232,0.185,98.23,71.53,7,125
97.385,0.749,100,99.999,13,125
97.424,0.811,98.459,77.39,14,125
93.74,0.004,90.182,43.237,1,130
95.634,0.004,94.897,52.377,2,130
96.651,0.119,100,99.963,6,130
96.785,0.18,97.765,69.6,7,130
96.904,0.805,100,99.999,13,130
96.911,0.909,98.043,75.809,14,130
92.89,0,88.923,40.395,1,135
95.195,0.004,94.129,49.739,2,135
96.878,0.091,100,99.97,6,135
96.864,0.125,97.794,68.09,7,135
97.061,0.627,100,99.998,13,135
97.088,0.714,98.143,74.901,14,135
92.179,0,87.8,38.655,1,140
94.761,0.007,93.52,48.17,2,140
96.889,0.094,100,99.964,6,140
96.952,0.145,97.727,68.082,7,140
97.164,0.668,100,100,13,140
97.214,0.776,98.135,75.476,14,140
91.625,0.003,86.786,36.58,1,145
94.646,0.006,93.01,46.305,2,145
96.94,0.085,100,99.966,6,145
97.07,0.143,97.731,67.018,7,145
97.35,0.663,100,99.999,13,145
97.379,0.736,98.21,75.009,14,145
90.979,0,85.866,34.974,1,150
94.373,0.002,92.558,45.3,2,150
97.236,0.091,100,99.958,6,150
97.396,0.123,97.867,68.028,7,150
97.659,0.629,100,100,13,150
97.751,0.722,98.388,76.535,14,150
