PTA_Cmin_75,PTA_Cmin_80,PTA_fAUC_200,PTA_fAUC_400,DAY,BW
99.411,6.681,100,100,13,105
99.388,7.231,99.889,95.133,14,105
94.96,0.001,92.556,48.109,1,110
98.346,0.032,98.367,71.289,2,110
99.4,1.835,100,99.998,6,110
99.389,2.635,99.863,93.661,7,110
99.432,7.218,100,100,13,110
99.44,7.7,99.881,95.393,14,110
94.924,0.002,92.57,48.858,1,115
98.41,0.054,98.314,71.982,2,115
99.418,2.077,100,99.998,6,115
99.435,3.01,99.871,94.156,7,115
99.493,7.952,100,100,13,115
99.482,8.508,99.894,95.805,14,115
95.275,0.001,92.808,49.897,1,120
98.56,0.053,98.411,73.567,2,120
99.598,2.263,100,100,6,120
99.604,3.228,99.93,95.227,7,120
99.639,8.529,100,100,13,120
99.641,9.188,99.946,96.707,14,120
95.778,0.006,93.137,51.517,1,125
98.828,0.09,98.588,75.738,2,125
99.771,3.075,100,100,6,125
99.77,4.338,99.961,96.55,7,125
99.782,11.231,100,100,13,125
99.787,12.091,99.971,97.838,14,125
95.964,0.01,93.291,52.379,1,130
98.95,0.117,98.708,76.417,2,130
99.712,3.778,100,100,6,130
99.722,5.135,99.946,96.574,7,130
99.751,12.782,100,100,13,130
99.758,13.587,99.954,97.76,14,130
96.114,0.009,93.342,52.742,1,135
99.007,0.118,98.715,77.152,2,135
99.828,3.679,100,99.998,6,135
99.812,5.135,99.965,97.055,7,135
99.822,12.794,100,100,13,135
99.823,13.78,99.972,98.193,14,135
96.193,0.008,93.464,53.677,1,140
99.054,0.144,98.767,78.114,2,140
99.822,4.481,100,100,6,140
99.834,6.078,99.973,97.416,7,140
99.841,15.012,100,100,13,140
99.844,16.021,99.981,98.482,14,140
96.472,0.023,93.674,54.562,1,145
99.162,0.177,98.841,79.074,2,145
99.878,4.948,100,100,6,145
99.901,6.785,99.983,97.866,7,145
99.903,16.092,100,100,13,145
99.899,17.182,99.988,98.781,14,145
96.596,0.017,93.973,55.384,1,150
99.25,0.224,98.893,80.067,2,150
99.921,5.859,100,100,6,150
99.918,7.837,99.979,98.27,7,150
99.932,18.235,100,100,13,150
99.925,19.684,99.986,99.115,14,150
