PTA_Cmin_75,PTA_Cmin_80,PTA_fAUC_200,PTA_fAUC_400,DAY,BW
97.398,0.671,98.433,76.681,14,125
80.001,0,73.279,17.67,1,130
88.934,0,86.598,30.555,2,130
96.031,0.051,100,99.936,6,130
96.319,0.097,97.306,64.915,7,130
96.866,0.66,100,99.999,13,130
96.875,0.753,98.006,75.052,14,130
78.446,0,71.013,16.041,1,135
87.994,0.001,85.168,28.198,2,135
96.121,0.037,99.998,99.935,6,135
96.354,0.062,97.229,62.957,7,135
97.016,0.507,100,99.998,13,135
97.054,0.605,98.098,74.054,14,135
77.065,0,69.043,14.858,1,140
87.168,0,83.923,26.938,2,140
96.069,0.041,100,99.926,6,140
96.467,0.082,97.137,62.912,7,140
97.112,0.537,100,100,13,140
97.176,0.653,98.097,74.542,14,140
75.773,0,67.261,13.591,1,145
86.503,0,82.865,25.338,2,145
96.133,0.039,100,99.926,6,145
96.546,0.065,97.126,61.721,7,145
97.289,0.526,100,99.999,13,145
97.337,0.613,98.166,74.055,14,145
74.538,0,65.51,12.837,1,150
86.054,0,81.903,24.68,2,150
96.406,0.041,100,99.909,6,150
96.853,0.055,97.207,62.525,7,150
97.603,0.511,100,100,13,150
97.712,0.597,98.33,75.593,14,150
