"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","1 F","2 KA","3 CL","4 V1","5 PROP ERROR","6 ADDI ERROR","1. omF1","2. omKA","3. omCL","5. omV1","SIGMA(1,1)","se1 F","se2 KA","se3 CL","se4 V1","se5 PROP ERROR","se6 ADDI ERROR","se1. omF1","se2. omKA","se3. omCL","se5. omV1","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.4,349560,LAPLACE_I,0:55:12,3208.97,71.63,31336.573065240678,0.21161,0.167228,0.280742,2.54687,0.360176,0.314841,0.122022,0.303197,0.0885061,0.0115275,1,0.00491712,0.00649417,1.38643,12.5725,0.00121312,0.0153898,0.00723953,0.026542,0.677147,0.67615,NA,NA,NA,NA,NA,NA,6.36665e-06,7.00166e-05,0.427808,0.710554,0.773462,1.06611,1.25604,1.65671,1.8837,2.22553,NA
