threshold,specificity,sensitivity
Inf,0,1
141.25,0.00176644398766701,0.99902463090795
140.4,0.00443216855087359,0.99807816164085
140.05,0.0072584789311408,0.997136853056776
139.9,0.0406603288797533,0.983760362651518
139.7,0.0428764131551901,0.982799443471942
139.35,0.0448034429599178,0.981829235062919
139.05,0.0466020041109969,0.980854898107474
137.15,0.0484005652620761,0.97988056115203
134.6,0.0497173689619733,0.978890742147505
133.45,0.051419578622816,0.977913308782244
131.15,0.053186022610483,0.976937939690194
127.55,0.0549203494347379,0.975961538461538
123.85,0.0561086844809866,0.974967590910592
121.75,0.0575860739979445,0.973982932589094
121,0.0601554470709147,0.972001230306834
120.35,0.0610547276464543,0.970997993526439
120.15,0.0626284686536485,0.970016431614757
119.9,0.114369218910586,0.94174724213099
119.75,0.115910842754368,0.940764648082703
119.6,0.117709403905447,0.939790311127258
119.3,0.119764902363823,0.938824231264656
119.05,0.12153134635149,0.937848862172606
118.75,0.12349049331963,0.936879685900188
118.35,0.124871531346351,0.935891931168874
117.35,0.126381038026721,0.934908304983981
115.75,0.12801901336074,0.93392880734551
114.9,0.132836587872559,0.930987218020279
114.45,0.134217625899281,0.929999463288965
113.8,0.135630781089414,0.929012740694256
113,0.137397225077081,0.928037371602206
112.2,0.138746145940391,0.927048584734287
111.85,0.139838129496403,0.926051540773524
111.7,0.141347636176773,0.925067914588632
111.45,0.143660071942446,0.923077955213528
111.2,0.144976875642343,0.922088136209004
110.95,0.146646968139774,0.921109670707137
110.2,0.14764260020555,0.920109530336559
109.5,0.148991521068859,0.91912074346864
109.25,0.150501027749229,0.918137117283747
109,0.151625128468654,0.91714110545959
108.7,0.153134635149024,0.916157479274697
108.4,0.157181397738952,0.913191118670938
108.15,0.160714285714286,0.910208243881494
107.95,0.16440775950668,0.907230529775077
107.75,0.165628211716341,0.906237614360736
107.35,0.16681654676259,0.90524366680979
107,0.168069116135663,0.904251783532054
106.8,0.169161099691675,0.903254739571292
106.65,0.170156731757451,0.902254599200713
106.55,0.171602004110997,0.90126890874261
106.45,0.172983042137718,0.900281154011296
106.25,0.174042908530319,0.899283077913928
106.05,0.175263360739979,0.898290162499587
105.95,0.186729188078109,0.888337269214255
105.8,0.187692702980473,0.887336096707071
105.6,0.188720452209661,0.886336988473098
105.35,0.189491264131552,0.885329623146283
105.15,0.192542394655704,0.883363402913102
105.05,0.193891315519013,0.882374616045183
104.9,0.221544193216855,0.857459870528784
104.6,0.222604059609455,0.856461794431417
104.15,0.223471223021583,0.855457525514417
103.85,0.224434737923947,0.854456353007233
103.65,0.225623072970195,0.853462405456287
103.45,0.226779290853032,0.852467425768735
103.2,0.229027492291881,0.850475402120421
102.85,0.22976618705036,0.849467004657
102.5,0.230504881808839,0.848458607193579
102.25,0.232399794450154,0.846455230042607
102.05,0.234840698869476,0.844469399213925
101.85,0.236896197327852,0.842471182745979
101.65,0.239080164439877,0.840477094824454
101.45,0.240268499486125,0.839483147273508
101.2,0.241039311408016,0.838475781946692
100.9,0.243640801644399,0.835462975195693
100.75,0.244764902363823,0.834466963371536
100.65,0.245503597122302,0.833458565908115
100.55,0.246049588900308,0.832443975625062
