threshold,specificity,sensitivity
Inf,0,1
141.25,0.00243418275233313,0.99941080971212
140.4,0.00496267885853895,0.998848634699449
140.05,0.00749117496474477,0.998286459686777
139.9,0.0422658558712308,0.99023719411633
139.7,0.0447359675202774,0.989658295361863
139.35,0.0471521858242538,0.989063959307277
139.05,0.0496088241370328,0.98848120122778
137.15,0.0521552846915953,0.987924171981815
134.6,0.0543514385032022,0.987266800285076
133.45,0.056623941220325,0.986631298096838
131.15,0.0588425505923777,0.985980358608482
127.55,0.0609039710413092,0.985284393661445
123.85,0.0629294625935274,0.984578137180995
121.75,0.065606165398676,0.984058414743651
121,0.0696077462701314,0.982631750924308
120.35,0.0714985044596743,0.981886901193561
120.15,0.0741796983769121,0.981368465197893
119.9,0.132056659870117,0.960640030462939
119.75,0.133987838068463,0.95990675870728
119.6,0.13585614069756,0.95915547676815
119.3,0.13852386127853,0.958633181447453
119.05,0.140401146131805,0.957884472391675
118.75,0.142296395433437,0.957140909102604
118.35,0.144061402484483,0.956360039004912
117.35,0.145893776216867,0.955598465532368
115.75,0.147685729940448,0.954825314084735
114.9,0.153102011119994,0.952517437716926
114.45,0.15486701817104,0.951736567619234
113.8,0.156632025222085,0.950955697521542
113,0.15829822780717,0.950146525706964
112.2,0.160036288185681,0.949357936959212
111.85,0.161527337399287,0.948498593919248
111.7,0.16319803109646,0.947690708546347
111.45,0.166561874051253,0.946081370008928
111.2,0.168421194456171,0.945327515186444
110.95,0.170082905929166,0.94451705693019
110.2,0.171735635177983,0.943704025790583
109.5,0.173334471081729,0.942875557350856
109.25,0.174892886976673,0.942035510936041
109,0.176424356199082,0.941187745871165
108.7,0.177978280981937,0.940346413014673
108.4,0.18362360887803,0.93810414517237
108.15,0.188330294347486,0.935593011019659
107.95,0.193185186515885,0.933124329442276
107.75,0.194761566859186,0.932289428794167
107.35,0.196302018305773,0.931444236612645
107,0.197932291994144,0.930624773264655
106.8,0.199508672337444,0.929789872616545
106.65,0.20100421266314,0.928931816018257
106.55,0.20258059300644,0.928096915370148
106.45,0.204246795591524,0.92728774355557
106.25,0.205764791477666,0.926436119165665
106.05,0.207341171820966,0.925601218517556
105.95,0.224142422146572,0.917549380063756
105.8,0.225619998023911,0.916686177698762
105.6,0.227075118340804,0.915816543125384
105.35,0.228570658666499,0.914958486527096
105.15,0.232504872856617,0.913512526082605
105.05,0.234198022114236,0.912711072918087
104.9,0.274698870934421,0.892151162042766
104.6,0.276194411260116,0.891293105444478
104.15,0.277703424922079,0.89043890817122
103.85,0.279158545238972,0.889569273597843
103.65,0.280698996685559,0.888724081416321
103.45,0.28210920588156,0.887841582426178
103.2,0.284947588721919,0.886081730212597
102.85,0.28635779791792,0.885199231222454
102.5,0.287754533777654,0.884312872907281
102.25,0.290372852125643,0.882489985051548
102.05,0.294118439608016,0.880989994056639
101.85,0.296992751345088,0.879240433376472
101.65,0.29992095642723,0.877506309996424
101.45,0.301385058968302,0.876639248306399
101.2,0.30280874150057,0.875760608641286
100.9,0.306810322372026,0.87304750314535
100.75,0.308274424913097,0.872180441455326
100.65,0.309707089669544,0.871304374673565
100.55,0.311099334417188,0.870416729916716
100.45,0.312424212483495,0.869509788534717
100.2,0.313762563886069,0.868606706477748
99.8,0.341490689924639,0.852106805533758
99.55,0.342995212474513,0.851251321818823
99.4,0.34437398388589,0.850359817736943
99.25,0.346502771016159,0.849683149415055
99.15,0.347868069091268,0.848787786008146
99.05,0.35003727623034,0.848122695661347
98.95,0.358305413586512,0.842772384728394
98.8,0.362688738985548,0.841455068451562
98.6,0.364970223926849,0.840822139146677
98.25,0.366304084217334,0.839917770648032
97.9,0.382045432089894,0.828989448605369
97.45,0.383397256828736,0.82809022587343
97.05,0.385835930693158,0.826215880350633
96.65,0.394643001500031,0.819733500742277
96.25,0.398631109035219,0.817016535921311
96.15,0.399955987101526,0.816109594539312
96.05,0.401316794064546,0.815212944690727
95.95,0.41535151934322,0.805082216487551
95.85,0.4166045396161,0.804154692038727
95.7,0.418868060109044,0.802230175290543
95.3,0.420134553718192,0.801306510166749
94.85,0.455362836945684,0.77666343340992
94.65,0.456669750563635,0.775751346261215
94.35,0.457868877491444,0.774808384512271
94.05,0.459840475698592,0.774086690731702
93.95,0.465364543568278,0.770523247287538
93.6,0.466599599392802,0.769590577072007
93.2,0.467740341863452,0.768630891581268
93,0.469851164545365,0.767949077492674
92.8,0.470982924791837,0.766986819118582
92.65,0.47412670325426,0.76531444493901
92.3,0.475249481276554,0.764349613681565
91.95,0.481087926992482,0.759589779478168
91.65,0.48229603614447,0.758649390612578
91.35,0.484245178791172,0.757921264623626
91.25,0.485534127960766,0.757004031708214
91,0.486760201561111,0.756068788609331
90.75,0.487779684005353,0.755074369193324
90.55,0.488875515355112,0.754101819285819
90.35,0.489962364480693,0.753126696494961
90.15,0.491094124727165,0.752164438120869
89.8,0.577696239142736,0.68820641728566
89.4,0.579887901842254,0.68626131747065
89.1,0.581738240022994,0.685504889764813
88.55,0.582856526933199,0.684538772065691
87.95,0.584891000709596,0.682548646792
87.6,0.58677277667496,0.681801224177899
87.35,0.587819205791738,0.680814523411952
87.2,0.588847670460159,0.679822676879298
87.05,0.589898590689026,0.678837262555028
86.95,0.598889797091556,0.671121185378818
86.75,0.60099163754929,0.669150356730277
86.35,0.60208297778696,0.668176520381095
86.05,0.604068049330375,0.666172244248962
85.95,0.611253828673056,0.659225459195356
85.8,0.612277802229388,0.658232326221026
85.45,0.613265846889007,0.657228901713283
85.15,0.615125167293925,0.655188605214205
85.05,0.61602338971176,0.65415945187293
84.85,0.641685604189309,0.629349137698144
84.5,0.642799399987425,0.628381733557346
83.95,0.643679657956903,0.627347434449364
83.45,0.644694649289057,0.626351728591681
83.15,0.645610836155249,0.625327721017112
82.95,0.649158814705697,0.62248468491184
82.8,0.650079492683978,0.621461963778948
82.5,0.651058555119419,0.620455966387852
82.25,0.652060073115305,0.619456401205139
82.15,0.653025662214478,0.618446544489012
82.05,0.653986760201561,0.61743540133121
81.95,0.661329728467363,0.609247200059691
81.75,0.662129146419236,0.608189745001531
81.55,0.663885171246104,0.606119860343892
81.3,0.66483279589692,0.605104857861059
81.05,0.66559628495208,0.604037111269486
80.95,0.675575536014228,0.594031167908941
80.85,0.676478249544152,0.593003301009342
80.75,0.677354016401541,0.591967715459684
80.65,0.678148943241325,0.590908973959848
80.55,0.67899327231409,0.589864383318453
80.3,0.68144541951478,0.587993897120686
80.05,0.682348133044705,0.586966030221088
79.95,0.745874913546092,0.512538947021759
79.85,0.747536625019087,0.510442047088911
79.75,0.748434847436922,0.509412893747636
79.65,0.750177398927522,0.508625591441561
79.45,0.750981307991485,0.507569422825077
79.15,0.751861565960963,0.506535123717096
78.85,0.755809253487349,0.501233697567853
78.35,0.756608671439222,0.500176242509693
77.95,0.779944489854578,0.468267343163463
77.85,0.780631630004222,0.467177727063388
77.75,0.781395119059382,0.466109980471815
77.55,0.782886168272988,0.463964195755257
77.35,0.783694568449039,0.46290931358045
77.25,0.784529915297626,0.461862150055703
77.1,0.785208073223091,0.460769961072275
76.95,0.788190171650304,0.457764833315752
76.85,0.788886294024126,0.45667779009903
76.75,0.789595889734216,0.455594606207338
76.65,0.792586970385607,0.452592051334169
76.45,0.794055564038767,0.450439834409227
76.25,0.79475168641259,0.449352791192506
76.15,0.800828161069244,0.443374696721375
76.05,0.804452488525209,0.437980646771417
75.95,0.806644151224726,0.434749105279814
75.75,0.807313326926013,0.433654343413033
75.55,0.807991484851479,0.432562154429605
75.35,0.809284925133162,0.430359766279276
75.15,0.810012485291608,0.429281728154291
75.05,0.811400238927163,0.427106355279171
74.95,0.845550655253254,0.38157146569446
74.75,0.846183902057828,0.380466412294266
74.45,0.847441413442797,0.378253732610525
74.15,0.848061186911103,0.377144819885301
73.85,0.854618210561299,0.367445049643784
73.6,0.855215528469159,0.366329704710178
73.3,0.856639211001428,0.365451065045064
72.85,0.857272457806002,0.36434601164487
72.35,0.857842829041327,0.363222948061204
72.05,0.858399726940385,0.362096025152508
71.65,0.873292254628091,0.338060148867031
71.25,0.873826696966703,0.336926793749952
71.15,0.874428505986652,0.335812735258022
71.05,0.875061752791226,0.334707681857828
70.95,0.887614411080472,0.312574452812033
70.85,0.888795573559925,0.31033990361979
70.75,0.889356962571072,0.30921426715277
70.6,0.889981227151467,0.308106640869223
70.45,0.890506687265901,0.306970712868791
70.35,0.891620483064016,0.304716867051398
70.2,0.892761225534667,0.302470739884066
70.05,0.893928914677853,0.300232331366793
69.95,0.919258786860802,0.253457312005846
69.75,0.919779755863147,0.252320097563737
69.55,0.920282760417135,0.251177737354922
69.45,0.92079923830739,0.250039236471136
69.35,0.921324698421823,0.248903308470704
69.2,0.922438494219939,0.246649462653312
69.05,0.923511870009252,0.24438403886083
68.95,0.926696068480477,0.238863917626567
68.75,0.927796390942325,0.236606212484145
68.5,0.928236519927064,0.235445842091857
68.1,0.928775453377765,0.234313773416455
67.4,0.929345824613091,0.233190709832788
66.95,0.936765141784409,0.218592169686803
66.85,0.937690310874779,0.216284293318994
66.7,0.939639453521481,0.214269725653448
66.5,0.941256253873584,0.212159961303834
